NOTA_FISCAL;NOME;CPF;CIDADE;CARGO;ENDERECO;EMAIL;DATA_NASCIMENTO;IDADE;DATA_EMISSAO;VALOR_NOTA;COMISSAO;VENDEDOR
858498;Daniel Rios;493.581.076-93;Carvalho;Engenheiro de computação;Trevo Rael Sales, 60;alanabarbosa@example.org;26/01/1998;27;30/04/2025;965;14,47;Vendedor_D
814804;Antônio da Luz;841.529.306-24;Sampaio;Somelier;Travessa de Costa, 3;marcela71@example.org;07/10/1950;75;18/10/2025;560;8,4;Vendedor_D
821462;Melina Camargo;159.873.604-39;Pastor Alegre;Atleta de canoagem;Praia Novais;thiago60@example.com;05/07/2001;24;08/04/2025;365;5,47;Vendendor_B
817801;Catarina Moura;762.093.814-13;Teixeira;Atendente;Feira Peixoto;kamilly77@example.net;24/07/1918;107;18/09/2025;403;6,04;Vendedor_D
752230;Matteo Cardoso;675.834.021-07;Garcia da Praia;Dermatologista;Travessa de Machado;noah51@example.com;13/09/1944;81;03/09/2025;631;9,46;Vendendor_B
906507;Raul Macedo;786.249.051-76;Rocha;Cenógrafo;Largo Natália Lima, 1;dpeixoto@example.net;27/08/1966;59;28/02/2025;223;3,34;Vendendor_B
628549;Alexia Montenegro;716.259.034-99;Abreu;Agente comunitário de saúde;Área Lucas Sales, 5;imartins@example.com;09/04/1975;50;09/02/2025;480;7,2;Vendendor_A
397328;Eduarda Melo;810.795.264-20;Freitas Verde;Engenheiro naval;Esplanada de Campos, 826;andrecasa-grande@example.org;02/05/2019;6;24/01/2025;918;13,77;Vendendor_B
216935;Hellena Garcia;357.419.680-66;da Cruz de Dias;Tecnólogo em silvicultura;Aeroporto Vieira, 24;sarah62@example.net;23/01/2002;23;16/02/2025;974;14,61;Vendedor_E
187336;Sra. Manuela Brito;370.461.295-25;Barros;Representante comercial;Recanto de Leão, 73;lucas58@example.org;07/02/1991;34;15/01/2025;277;4,16;Vendendor_B
794386;Allana Barbosa;580.942.713-88;Pimenta;Auxiliar administrativo;Pátio de Garcia, 7;vieirapietra@example.net;23/03/1958;67;24/06/2025;841;12,62;Vendedor_D
104357;Kaique Duarte;954.073.826-10;da Cruz;Sapateiro;Passarela Correia, 43;vargasmaysa@example.org;21/04/1947;78;14/10/2025;464;6,96;Vendendor_A
269639;Hadassa Moreira;537.192.840-50;Sampaio de Vargas;Engenheiro de aquicultura;Conjunto Arthur Gabriel Gonçalves, 8;nascimentosamuel@example.com;10/08/1992;33;07/02/2025;800;12,0;Vendendor_B
617451;Murilo da Mota;978.504.261-85;Garcia;Assessor parlamentar;Colônia da Cruz, 46;fbrito@example.org;17/03/1928;97;12/08/2025;169;2,53;Vendedor_E
218145;Otto Pimenta;847.162.509-11;da Paz da Prata;Ambientalista;Esplanada de das Neves, 4;luana44@example.com;26/03/1911;114;20/06/2025;609;9,13;Vendendor_C
513316;Bernardo Barros;189.624.507-20;Pereira do Galho;Ascensorista;Pátio Vieira;cavalcantilavinia@example.org;01/05/2022;3;17/11/2024;752;11,28;Vendedor_D
892590;Emilly da Mota;349.712.068-50;da Cruz;Editor;Conjunto Benício Cavalcante, 47;diego79@example.com;11/05/1940;85;27/01/2025;516;7,74;Vendedor_D
122020;Srta. Ana Sophia Brito;943.210.768-03;Aragão de Albuquerque;Engenheiro agrimensor;Lagoa Joana Teixeira, 45;renan46@example.net;03/10/2010;15;07/08/2025;598;8,97;Vendendor_A
151042;Eduarda Guerra;591.630.742-06;Guerra do Sul;Peixeiro;Aeroporto de Abreu, 94;snunes@example.net;18/04/2022;3;02/04/2025;25;0,38;Vendedor_E
771014;Natália Siqueira;196.825.374-28;Andrade das Pedras;Datilógrafo;Vila de Monteiro, 74;freitasnicolas@example.net;24/05/1999;26;30/11/2024;611;9,16;Vendendor_B
357135;Pedro Miguel Alves;406.158.273-90;Garcia;Microfonista;Praia Azevedo, 17;lucas-gabriel59@example.org;08/07/1990;35;04/08/2025;995;14,92;Vendendor_C
485610;Sr. Otávio Moura;428.019.635-42;Cirino do Sul;Cientista;Vila Ana Carolina Casa Grande, 432;gael-henrique53@example.org;09/07/2022;3;21/10/2025;592;8,88;Vendendor_A
392193;Lucca Leão;046.958.371-10;Aragão;Mergulhador;Conjunto Matheus Ribeiro;maria-cecilia08@example.com;26/04/1960;65;20/04/2025;651;9,76;Vendedor_E
172465;Dra. Cecília Ramos;514.760.283-62;Azevedo do Oeste;Velejador;Avenida Fonseca, 4;ucavalcanti@example.org;22/06/1911;114;22/03/2025;270;4,05;Vendedor_E
422039;Francisco Brito;143.769.025-43;Correia da Serra;Jogador de boliche;Alameda de Nunes, 34;xbrito@example.com;06/01/1967;58;21/07/2025;246;3,69;Vendedor_D
745035;Gabriela Melo;640.398.152-89;da Luz das Flores;Capoeirista;Aeroporto de das Neves, 103;azevedoliam@example.net;17/02/1937;88;02/02/2025;776;11,64;Vendendor_B
954777;Dr. João Guilherme Vasconcelos;879.062.134-40;Lima de Pereira;Profissional de marketing;Vereda Antony Peixoto, 33;pietrocasa-grande@example.org;11/07/1970;55;12/01/2025;331;4,96;Vendendor_A
376734;Ísis Campos;308.164.257-44;Cunha;Conferente de recebimento;Avenida Sampaio, 27;manuela18@example.net;02/04/1965;60;09/02/2025;631;9,46;Vendendor_B
953514;Emanuella Nascimento;025.713.964-80;Marques;Lamboteiro;Núcleo Pereira, 8;samurilo@example.org;09/02/1923;102;15/09/2025;189;2,83;Vendendor_C
859710;Danilo Moreira;194.057.862-02;Brito da Serra;Escriturário;Estação Cecília da Cunha, 29;costelavitor@example.net;22/12/1929;96;13/11/2024;328;4,92;Vendedor_D
604123;Emanuelly Azevedo;804.321.576-62;Andrade do Sul;Classificador contábil;Trevo Maria Júlia Pires, 16;barrosbella@example.net;27/12/1931;94;01/11/2025;318;4,77;Vendendor_A
767718;Luara Moreira;429.673.815-19;Campos de Porto;Cabeleireiro;Setor Kamilly Souza, 30;brenocunha@example.org;19/09/1922;103;30/06/2025;813;12,2;Vendendor_B
169423;Maria Luiza da Rosa;930.452.816-05;Casa Grande do Oeste;Frentista;Viaduto da Rosa, 2;aylla30@example.com;21/05/1946;79;20/07/2025;282;4,23;Vendendor_C
649864;Dra. Alana Pimenta;542.819.603-33;Vargas;Capitão;Praça Luiz Miguel Teixeira, 26;azevedomaria@example.net;03/02/1979;46;17/06/2025;943;14,14;Vendendor_A
677455;Levi Leão;196.057.248-20;da Cunha;Produtor fonográfico;Viela Novais, 338;guilhermegoncalves@example.net;12/07/2019;6;12/03/2025;999;14,98;Vendendor_A
963539;Leonardo Fogaça;056.194.372-99;Fernandes do Oeste;Gerente de riscos em seguros;Trevo de Sá, 60;hnogueira@example.org;03/03/1921;104;27/07/2025;750;11,25;Vendedor_E
122686;Sra. Letícia Viana;913.687.042-04;Machado das Flores;Tecnólogo em rochas ornamentais;Favela Andrade;brenoaparecida@example.net;25/07/1999;26;14/10/2025;743;11,14;Vendendor_A
957991;Davi Castro;724.309.816-96;Farias;Tecnólogo em jogos digitais;Praça Cavalcante, 738;nascimentoleonardo@example.net;26/05/2001;24;15/10/2025;398;5,97;Vendedor_D
200100;Yan da Rocha;307.129.645-25;Vieira do Amparo;Pianista;Condomínio Barros, 40;hsilva@example.net;16/04/2009;16;14/07/2025;344;5,16;Vendendor_B
553195;Manuela da Rosa;967.045.832-38;Gonçalves;Assistente administrativo;Pátio de Rios, 908;tcamara@example.org;24/11/1975;50;16/04/2025;987;14,8;Vendendor_B
393091;Pedro Lucas Sá;213.846.095-98;Alves do Sul;Jogador de vôlei;Viaduto Cirino, 12;agathagarcia@example.org;21/10/1973;52;28/03/2025;404;6,06;Vendendor_A
534460;Marcos Vinicius Pimenta;078.964.523-83;Souza de Pastor;Engenheiro naval;Feira de Rodrigues;hbarros@example.org;13/08/2018;7;13/08/2025;533;8,0;Vendendor_C
870104;Aurora Pimenta;419.036.578-57;Duarte Paulista;Ferreiro;Praça Augusto Cavalcanti, 383;qcaldeira@example.org;06/06/1931;94;20/12/2024;162;2,43;Vendendor_A
338215;Maria Farias;601.895.432-05;Cardoso;Cobaia Médica;Viaduto Sales;bbrito@example.net;03/09/1924;101;16/08/2025;533;8,0;Vendendor_C
482224;Gustavo Henrique Gomes;186.543.709-39;da Cunha;Limpador de vidros;Praça de Moura, 14;uporto@example.com;19/12/1944;81;21/12/2024;18;0,27;Vendendor_B
494339;Pedro da Rosa;812.560.374-35;Castro de Freitas;Administrador público;Residencial da Costa, 61;gcirino@example.org;18/08/1912;113;24/12/2024;229;3,44;Vendedor_D
265490;João Felipe Araújo;712.095.834-88;Montenegro de da Conceição;Escultor;Ladeira Peixoto, 70;dante23@example.net;03/03/1974;51;01/04/2025;867;13,0;Vendendor_C
472299;Gustavo Vieira;156.907.243-43;Guerra;Marcador de luz;Avenida de Lopes, 4;beniciorios@example.com;23/12/1934;91;07/02/2025;800;12,0;Vendedor_E
327686;Dra. Melina Oliveira;489.275.631-82;Pereira;Profissional de relações internacionais;Via de Ribeiro, 322;leo12@example.com;14/04/1991;34;25/11/2024;705;10,57;Vendedor_E
245421;Calebe Ribeiro;416.389.075-01;Pinto da Serra;Clínico geral;Vila Luiz Henrique Freitas, 94;almeidabento@example.com;10/05/1979;46;04/09/2025;145;2,17;Vendendor_B
510817;Igor Garcia;587.462.130-07;Garcia;Perfumista;Viaduto Diego Araújo, 11;stephanyazevedo@example.org;01/11/2018;7;31/08/2025;991;14,87;Vendedor_E
503899;Maria Alice Teixeira;159.470.238-14;Souza;Vigilante noturno/diurno;Esplanada Castro, 12;mendoncahadassa@example.net;08/07/2013;12;03/05/2025;380;5,7;Vendendor_C
815752;Daniel da Conceição;160.583.972-86;Carvalho;Engenheiro têxtil;Trevo Souza;sarabrito@example.org;14/11/2018;7;06/06/2025;843;12,64;Vendendor_C
828431;Murilo Guerra;638.201.745-08;Carvalho;Major;Condomínio de Marques, 990;gabrielcamargo@example.com;29/04/1944;81;09/04/2025;56;0,84;Vendendor_C
386875;Esther da Mata;501.239.867-02;Campos da Praia;Engenheiro mecatrônico;Residencial de Lima, 46;camaraolivia@example.com;14/01/2019;6;08/06/2025;827;12,4;Vendendor_B
717336;Luísa Monteiro;107.935.428-04;Pimenta Grande;Arrumadeira;Vila Matheus Rios;theooliveira@example.net;29/03/1922;103;15/01/2025;43;0,65;Vendedor_E
568340;Gustavo Vargas;769.845.302-29;Porto;Engenheiro cartográfico;Vila Alves, 3;npimenta@example.com;03/05/1950;75;29/10/2025;936;14,04;Vendendor_A
142029;Camila Barbosa;012.463.789-22;Machado;Zootecnista;Distrito Dante Porto, 88;carolinada-cruz@example.net;15/08/1931;94;11/07/2025;268;4,02;Vendendor_C
963896;Maria Julia Leão;275.834.910-88;Pereira;Terapeuta ocupacional;Viaduto Sampaio, 64;oliviavieira@example.com;15/08/1948;77;16/11/2024;62;0,93;Vendendor_B
110767;Bruno Lopes;950.784.263-29;Brito da Serra;Fisiculturista;Conjunto Ana Vitória Pinto, 526;camilarios@example.net;25/09/1916;109;08/06/2025;369;5,54;Vendedor_D
965357;Lorenzo Cardoso;938.261.507-59;Mendonça do Sul;Policial federal;Residencial de Correia, 36;montenegrosofia@example.net;28/12/1952;73;05/08/2025;844;12,66;Vendendor_C
784234;Gabrielly Moraes;628.743.051-62;Borges das Pedras;Confeiteiro;Rodovia Luana Caldeira, 4;yancasa-grande@example.com;03/11/2016;9;10/01/2025;321;4,81;Vendendor_B
921798;Ágatha Nogueira;694.730.158-01;Ferreira da Mata;Escultor;Vale de Borges, 69;costamateus@example.org;05/03/1965;60;19/05/2025;906;13,59;Vendendor_B
709434;Dra. Maria Júlia Monteiro;902.183.765-02;Moura de Goiás;Auxiliar de reprografia;Chácara Isabella Campos;liam20@example.org;29/03/1942;83;16/05/2025;753;11,29;Vendendor_B
523886;Luiz Otávio Marques;475.130.968-48;Fernandes dos Dourados;Podólogo;Vale de Jesus, 69;vianacarolina@example.org;25/11/1967;58;18/06/2025;309;4,63;Vendendor_A
492655;Pedro Albuquerque;681.704.359-00;Novaes;Hostess;Praça Rhavi Ferreira;joao-miguelguerra@example.org;12/05/2019;6;05/01/2025;258;3,87;Vendendor_B
171455;Henry Ferreira;785.214.903-05;Fogaça;Prático;Estrada de Rezende;rochabenjamim@example.com;22/09/1923;102;30/12/2024;200;3,0;Vendendor_A
795833;Lucas Albuquerque;931.576.280-03;da Costa de Minas;Mecanógrafo;Travessa Azevedo, 35;ana-lizcamara@example.net;27/07/1939;86;22/10/2025;724;10,86;Vendedor_D
190695;Srta. Alícia Câmara;870.249.516-30;Rocha;Empregado doméstico;Travessa Miguel Dias, 616;martinsian@example.org;22/11/2000;25;10/03/2025;564;8,46;Vendedor_D
408076;Bárbara Borges;102.483.957-50;Peixoto dos Dourados;Transportador;Avenida Mendonça, 20;scosta@example.net;16/09/1943;82;07/04/2025;5;0,07;Vendedor_E
843402;Jade Barbosa;469.821.357-64;Fonseca;Profissional de reciclagem;Travessa Fogaça, 3;danteleao@example.net;07/05/1922;103;21/05/2025;757;11,36;Vendendor_C
119440;Apollo Cavalcanti;725.619.348-37;Macedo;DJ;Parque Silva, 97;maria-fernandada-cruz@example.com;21/01/1949;76;16/04/2025;425;6,38;Vendendor_A
211898;Levi Cavalcanti;815.930.264-98;Aparecida;Endocrinologista;Residencial de da Luz, 25;garciaester@example.com;16/05/2013;12;29/11/2024;286;4,29;Vendedor_E
991620;Ana Carolina Rocha;768.920.435-00;Gonçalves;Engenheiro agrícola;Avenida de Araújo;noahfernandes@example.net;14/12/1961;64;22/01/2025;4;0,06;Vendedor_E
527244;Vitor Campos;863.712.954-46;Novais do Sul;Encanador;Ladeira Sá, 833;apollopastor@example.com;01/04/2020;5;09/04/2025;359;5,38;Vendedor_E
609880;Danilo Casa Grande;023.795.468-00;Vieira;Gestor ambiental;Campo de da Mata, 43;enzo77@example.org;14/07/1960;65;07/03/2025;496;7,44;Vendedor_E
698222;Dr. Felipe Costa;945.068.273-92;Casa Grande dos Dourados;Lavador;Via Cassiano, 68;igoncalves@example.org;23/12/1936;89;02/05/2025;922;13,83;Vendedor_D
542142;Isaac Alves;024.795.863-83;Cardoso;Leiteiro;Área Rael da Mota, 27;da-cunhaana-beatriz@example.org;24/11/2009;16;08/12/2024;871;13,06;Vendendor_C
546863;Eloá Leão;259.473.081-50;Cirino de Pereira;Líder comunitário;Morro João Lucas Camargo, 79;marcos-viniciussilveira@example.net;17/05/2008;17;27/01/2025;452;6,78;Vendendor_C
684209;Ana Laura Sousa;940.238.615-70;Andrade de Viana;Terapeuta ocupacional;Colônia Moreira, 12;anthonybrito@example.net;24/08/2008;17;03/10/2025;822;12,33;Vendendor_B
562716;Carolina Cirino;172.403.865-62;Mendonça da Praia;Administrador;Jardim Caleb Rios, 502;vitor-hugoalmeida@example.com;07/04/1950;75;26/10/2025;681;10,21;Vendendor_C
714397;Catarina Souza;483.192.670-13;da Luz;Entalhador;Alameda da Rosa, 661;dazevedo@example.net;17/08/1911;114;02/03/2025;306;4,59;Vendendor_A
181639;Isabel da Paz;601.239.754-25;Câmara Paulista;Arquivista;Campo Sousa, 65;teixeiraana-livia@example.org;31/08/1959;66;19/03/2025;298;4,47;Vendedor_E
922026;Cecília Montenegro;915.380.476-75;Guerra;Gastroenterologista;Recanto de Aragão, 787;antonysouza@example.net;08/12/2022;3;02/11/2025;541;8,12;Vendendor_A
735799;Srta. Manuella Casa Grande;438.126.579-37;Porto do Campo;Técnico de som;Lagoa Rafael Oliveira, 906;joao-vitor87@example.com;31/03/1915;110;08/05/2025;263;3,94;Vendedor_D
799225;Ana Cecília Vieira;629.058.374-38;Ribeiro Alegre;Engenheiro naval;Campo de Borges, 55;csales@example.net;26/10/1967;58;27/11/2024;271;4,06;Vendedor_D
689476;Eloá Abreu;097.125.486-94;Farias;Engenheiro metalúrgico;Favela de Albuquerque, 6;rafaela66@example.net;03/07/1964;61;12/01/2025;311;4,67;Vendedor_E
968635;Valentina Farias;150.894.763-57;Borges;Geradorista;Morro de Teixeira, 80;agathada-paz@example.org;10/12/2017;8;07/01/2025;515;7,72;Vendedor_D
265321;Davi Lucas Borges;940.127.583-14;Gomes;Açougueiro;Quadra Araújo, 12;bernardosilveira@example.net;29/12/1976;49;26/08/2025;298;4,47;Vendendor_B
283037;Yasmin Pimenta;973.614.850-57;Vasconcelos de Silveira;Dermatologista;Chácara Vitor Gabriel Fogaça, 221;davi-luccavasconcelos@example.org;19/10/1917;108;25/07/2025;28;0,42;Vendedor_E
915661;Sr. Anthony Gabriel Campos;254.683.901-24;Mendonça;Capoeirista;Vereda Vitor Gabriel da Paz, 11;maria-cecilia80@example.org;08/09/1975;50;29/10/2025;523;7,84;Vendendor_C
